,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,labels
121446,1,49,5,0,0,141,16,1.0,1.0,0.11,0.06,7,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
121447,0,14,9,8,0,1,18,0.0,0.0,1.0,0.0,80,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1
121448,1,24,9,235,952,7,14,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,4
121449,1,49,5,0,0,105,13,1.0,1.0,0.12,0.06,13,0.05,0.08,0.0,0.0,1.0,1.0,0.0,0
121450,1,24,9,312,25925,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,1.0,0.06,0.0,0.0,0.0,4
121451,1,24,9,239,4412,20,20,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,4
121452,0,14,9,30,0,2,2,0.0,0.0,1.0,0.0,218,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4
121453,1,24,9,226,2402,15,15,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,4
121454,1,24,9,275,2799,33,33,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,4
121455,1,54,9,876,276,1,1,0.0,0.0,1.0,0.0,141,0.87,0.03,0.01,0.0,0.0,0.0,0.0,4
121456,1,20,9,1342,0,1,1,0.0,0.0,1.0,0.0,48,0.37,0.02,0.37,0.0,0.0,0.0,0.0,4
121457,0,14,9,30,0,2,2,0.0,0.0,1.0,0.0,234,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4
121458,0,14,9,8,0,1,30,0.0,0.0,1.0,0.0,88,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1
121459,1,19,9,361,1198,1,1,0.0,0.0,1.0,0.0,140,0.55,0.02,0.0,0.0,0.0,0.0,0.0,2
121460,0,14,9,8,0,1,22,0.0,0.0,1.0,0.0,59,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1
121461,2,12,9,44,131,235,315,0.0,0.0,1.0,0.0,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,4
121462,1,38,5,0,0,296,3,1.0,1.0,0.01,0.06,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
121463,1,58,5,0,0,236,19,1.0,1.0,0.08,0.06,19,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
121464,0,15,9,1480,0,13,13,0.0,0.0,1.0,0.0,14,0.05,0.08,0.05,0.0,0.56,0.0,0.01,0
121465,1,24,9,193,8163,13,15,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.04,0.0,0.01,0.01,4
121466,1,60,5,0,0,42,14,1.0,1.0,0.33,0.07,69,0.27,0.02,0.01,0.0,1.0,1.0,0.0,0
121467,1,60,5,0,0,239,20,1.0,1.0,0.08,0.05,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0
121468,1,4,5,0,0,233,16,1.0,1.0,0.07,0.06,16,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0
121469,1,44,1,0,0,511,1,0.16,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.22,0.0,0.78,1
121470,1,29,5,0,0,275,16,1.0,1.0,0.06,0.05,16,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0
121471,1,24,9,224,5831,4,24,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,4
121472,1,49,5,0,0,135,14,1.0,1.0,0.1,0.06,9,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
121473,2,12,9,44,131,70,150,0.0,0.0,1.0,0.0,216,0.85,0.01,0.0,0.0,0.0,0.0,0.0,4
121474,1,49,5,0,0,117,3,1.0,1.0,0.03,0.07,7,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0
121475,2,49,9,1,0,11,1,0.0,0.0,0.09,0.45,1,0.0,0.75,0.29,0.0,0.03,0.0,0.68,1
121476,1,24,9,214,1111,3,3,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,4
121477,1,44,1,0,0,1,1,0.0,0.0,1.0,0.0,18,1.0,0.0,0.06,0.0,0.0,0.0,1.0,4
121478,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.08,0.06,0.0,0.0,1.0,4
121479,1,24,9,265,31484,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,4
121480,1,24,9,331,1287,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,4
121481,1,35,5,0,0,206,10,1.0,1.0,0.05,0.07,10,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0
121482,1,24,9,199,24868,10,10,0.0,0.0,1.0,0.0,255,1.0,0.0,0.1,0.07,0.0,0.0,0.0,4
121483,1,24,9,252,4838,7,7,0.0,0.0,1.0,0.0,255,1.0,0.0,0.06,0.04,0.0,0.0,0.0,4
121484,1,24,9,214,465,3,3,0.0,0.0,1.0,0.0,255,1.0,0.0,0.33,0.03,0.0,0.0,0.0,4
121485,1,30,5,0,0,147,15,1.0,1.0,0.1,0.05,2,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0
121486,1,24,8,224,3967,1,1,1.0,1.0,1.0,0.0,121,1.0,0.0,0.01,0.07,0.01,0.01,0.0,4
121487,1,54,9,946,336,1,2,0.0,0.0,1.0,0.0,9,0.28,0.09,0.03,0.0,0.0,0.0,0.0,4
121488,1,24,9,217,1472,4,4,0.0,0.0,1.0,0.0,154,1.0,0.0,0.03,0.03,0.0,0.0,0.0,4
121489,1,49,1,0,0,146,20,0.0,0.0,0.14,0.06,1,0.0,0.07,0.0,0.0,0.0,0.0,1.0,0
121490,1,59,5,0,0,269,8,1.0,1.0,0.03,0.06,1,0.0,0.09,0.0,0.0,1.0,1.0,0.0,0
121491,1,5,5,0,0,236,7,1.0,1.0,0.03,0.06,7,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
121492,1,20,9,8737,0,5,5,0.0,0.0,1.0,0.0,94,0.29,0.04,0.29,0.02,0.0,0.0,0.0,4
121493,1,44,9,35195,0,7,1,0.0,0.0,0.14,0.29,1,0.01,0.16,0.25,0.0,0.03,0.0,0.0,4
121494,2,12,9,46,117,5,21,0.0,0.0,1.0,0.0,250,0.98,0.01,0.0,0.0,0.0,0.0,0.0,4
121495,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,196,1.0,0.0,0.02,0.17,0.0,0.0,0.9,4
121496,1,49,1,0,0,292,17,0.0,0.0,0.06,0.06,32,0.13,0.07,0.0,0.0,0.0,0.0,1.0,0
121497,1,9,5,0,0,197,3,1.0,1.0,0.02,0.07,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0
121498,1,56,5,0,0,77,19,1.0,1.0,0.25,0.05,9,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
121499,2,12,9,46,46,6,8,0.0,0.0,0.17,0.33,80,0.96,0.02,0.01,0.0,0.0,0.0,0.0,4
121500,0,14,9,8,0,1,38,0.0,0.0,1.0,0.0,161,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1
121501,1,4,1,0,0,255,4,0.0,0.0,0.02,0.07,4,0.02,0.07,0.0,0.0,0.0,0.0,1.0,0
121502,0,14,9,8,0,1,1,0.0,0.0,1.0,0.0,98,1.0,0.0,1.0,0.26,0.0,0.0,0.0,1
121503,1,49,1,0,0,252,10,0.0,0.0,0.04,0.07,10,0.04,0.08,0.0,0.0,0.0,0.0,1.0,0
121504,2,44,9,1,0,2,2,0.0,0.0,1.0,0.0,2,0.01,0.23,1.0,0.0,0.0,0.0,0.0,1
121505,1,31,5,0,0,100,16,1.0,1.0,0.16,0.08,16,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0
121506,1,24,9,201,353,9,24,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,4
121507,1,44,9,59,0,20,1,0.0,0.0,0.05,0.2,1,0.01,0.06,0.42,0.0,0.0,0.0,0.0,4
121508,0,14,9,8,0,1,16,0.0,0.0,1.0,0.0,41,1.0,0.0,1.0,0.27,0.0,0.0,0.0,1
121509,1,55,5,0,0,103,17,1.0,1.0,0.17,0.06,6,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0
121510,1,24,9,305,653,9,9,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121511,1,30,5,0,0,139,3,1.0,1.0,0.02,0.06,6,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
121512,0,14,9,8,0,1,42,0.0,0.0,1.0,0.0,47,1.0,0.0,1.0,0.53,0.0,0.0,0.0,1
121513,1,24,9,177,16294,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,4
121514,1,54,9,1349,329,1,2,0.0,0.0,1.0,0.0,220,1.0,0.0,0.33,0.01,0.0,0.0,0.0,4
121515,1,24,9,221,915,1,2,0.0,0.0,1.0,0.0,255,1.0,0.0,0.5,0.05,0.0,0.0,0.0,4
121516,0,14,9,8,0,1,37,0.0,0.0,1.0,0.0,161,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1
121517,1,34,5,0,0,135,19,1.0,1.0,0.14,0.06,18,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
121518,1,24,9,232,4249,3,12,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,4
121519,1,49,10,0,0,1,1,1.0,1.0,1.0,0.0,1,0.0,0.95,0.96,0.0,0.96,1.0,0.0,1
121520,1,54,9,2217,326,1,1,0.0,0.0,1.0,0.0,52,0.96,0.04,0.02,0.0,0.0,0.0,0.0,4
121521,1,49,5,0,0,147,11,1.0,1.0,0.07,0.06,11,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
121522,1,20,9,641,0,2,2,0.0,0.0,1.0,0.0,65,0.76,0.12,0.76,0.03,0.0,0.0,0.0,4
121523,1,24,9,229,2090,8,8,0.12,0.12,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121524,1,24,9,322,2219,6,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.04,0.0,0.0,0.02,4
121525,1,54,9,2070,480,1,6,0.0,0.0,1.0,0.0,131,0.05,0.03,0.02,0.02,0.0,0.01,0.0,4
121526,1,49,5,0,0,142,16,1.0,1.0,0.11,0.06,12,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
121527,2,12,9,46,46,11,21,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121528,0,14,9,8,0,1,20,0.0,0.0,1.0,0.0,197,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1
121529,1,58,4,0,0,1,1,0.0,0.0,1.0,0.0,1,0.0,0.38,0.37,0.0,0.0,0.0,0.37,1
121530,1,54,8,1028,333,1,1,1.0,1.0,1.0,0.0,165,0.82,0.05,0.01,0.01,0.04,0.02,0.0,4
121531,1,6,5,0,0,146,22,1.0,1.0,0.15,0.05,22,0.09,0.06,0.0,0.0,1.0,1.0,0.0,0
121532,1,24,9,204,2808,6,11,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,4
121533,1,24,5,0,0,60,17,1.0,1.0,0.28,0.07,59,0.23,0.03,0.01,0.0,1.0,1.0,0.0,0
121534,2,44,9,146,105,2,2,0.0,0.0,1.0,0.0,2,0.01,0.82,0.98,0.0,0.0,0.0,0.0,4
121535,1,24,5,0,0,44,13,1.0,1.0,0.3,0.09,38,0.15,0.05,0.0,0.0,1.0,1.0,0.0,0
121536,1,49,1,0,0,136,18,0.0,0.0,0.13,0.06,38,0.15,0.07,0.0,0.0,0.0,0.0,1.0,0
121537,1,7,1,0,0,144,14,0.0,0.0,0.1,0.06,9,0.04,0.06,0.0,0.0,0.0,0.0,1.0,0
121538,1,49,1,0,0,123,1,0.0,0.0,0.01,0.09,1,0.0,0.08,0.0,0.0,0.0,0.0,1.0,0
121539,1,24,9,237,436,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,1.0,0.07,0.0,0.01,0.0,4
121540,1,24,9,340,930,15,15,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121541,1,39,5,0,0,130,17,1.0,1.0,0.13,0.05,17,0.07,0.05,0.0,0.0,1.0,1.0,0.0,0
121542,1,24,9,305,2507,5,5,0.0,0.0,1.0,0.0,249,0.98,0.01,0.0,0.0,0.0,0.0,0.01,4
121543,1,41,5,0,0,133,15,1.0,1.0,0.11,0.05,11,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
121544,1,4,1,0,0,269,11,0.0,0.0,0.04,0.06,11,0.04,0.07,0.0,0.0,0.0,0.0,1.0,0
121545,2,44,9,145,105,1,1,0.0,0.0,1.0,0.0,2,0.01,0.74,1.0,0.0,0.0,0.0,0.0,4
121546,2,49,9,105,147,1,1,0.0,0.0,1.0,0.0,182,0.99,0.01,0.01,0.0,0.0,0.0,0.0,4
121547,1,58,5,0,0,101,1,1.0,1.0,0.01,0.07,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0
121548,1,44,9,3775,0,19,1,0.05,0.0,0.05,0.32,1,0.01,0.09,0.25,0.0,0.01,0.0,0.0,4
121549,1,24,9,229,7399,5,5,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121550,1,24,9,214,7148,19,21,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121551,0,15,9,1032,0,511,511,0.0,0.0,1.0,0.0,110,0.43,0.02,0.43,0.0,0.02,0.0,0.0,0
121552,2,12,9,43,130,78,158,0.0,0.0,1.0,0.0,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,4
121553,1,24,9,267,1382,3,4,0.33,0.5,1.0,0.0,255,1.0,0.0,0.01,0.01,0.01,0.0,0.0,4
121554,1,7,5,0,0,286,25,1.0,1.0,0.09,0.05,25,0.1,0.05,0.0,0.0,1.0,1.0,0.0,0
121555,2,44,9,147,105,1,1,0.0,0.0,1.0,0.0,2,0.01,0.64,0.91,0.0,0.0,0.0,0.0,4
121556,1,49,5,0,0,106,17,1.0,1.0,0.16,0.06,16,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0
121557,2,12,9,44,84,107,107,0.0,0.0,1.0,0.0,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,4
121558,2,49,9,1,0,21,9,0.0,0.0,0.43,0.1,54,0.21,0.2,1.0,0.0,0.0,0.0,0.0,1
121559,2,12,9,44,71,268,268,0.0,0.0,1.0,0.0,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,4
121560,1,60,5,0,0,40,13,0.98,1.0,0.32,0.1,4,0.02,0.07,0.01,0.0,1.0,1.0,0.0,0
121561,1,54,9,627,334,1,1,0.0,0.0,1.0,0.0,165,0.74,0.04,0.01,0.01,0.0,0.0,0.0,4
121562,1,54,9,1063,332,1,1,0.0,0.0,1.0,0.0,160,0.92,0.11,0.03,0.01,0.0,0.0,0.0,4
121563,1,49,5,0,0,138,20,1.0,1.0,0.14,0.05,16,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0
121564,1,20,9,334,0,1,1,0.0,0.0,1.0,0.0,102,0.4,0.02,0.4,0.0,0.0,0.0,0.0,2
121565,1,24,9,330,25814,3,17,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.01,0.02,0.0,0.0,4
121566,1,59,5,0,0,272,21,1.0,1.0,0.08,0.05,21,0.08,0.05,0.0,0.0,1.0,1.0,0.0,0
121567,1,20,9,7280,0,13,13,0.0,0.0,1.0,0.0,75,0.25,0.04,0.25,0.03,0.0,0.17,0.0,4
121568,1,49,5,0,0,129,7,1.0,1.0,0.05,0.06,11,0.04,0.09,0.0,0.0,1.0,1.0,0.0,0
121569,2,12,9,44,74,226,226,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,4
121570,1,24,9,235,6638,21,21,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.05,0.01,0.01,0.0,4
121571,1,24,9,206,450,11,11,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,4
121572,1,24,9,212,3958,17,17,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121573,1,19,5,0,0,238,1,1.0,1.0,0.0,0.07,14,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
121574,1,24,9,313,3434,11,11,0.0,0.0,1.0,0.0,230,1.0,0.0,0.09,0.04,0.0,0.0,0.0,4
121575,0,14,9,8,0,1,52,0.0,0.0,1.0,0.0,31,1.0,0.0,1.0,0.52,0.0,0.0,0.0,1
121576,1,24,9,232,9236,7,7,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121577,1,24,9,253,9912,6,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.05,0.01,0.0,0.0,0.0,4
121578,1,24,9,296,2302,13,13,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121579,1,32,1,0,0,2,1,0.0,0.0,0.5,1.0,1,0.0,0.31,0.25,0.0,0.28,0.0,0.25,1
121580,1,24,9,254,1565,5,22,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121581,1,49,4,0,0,1,1,0.0,0.0,1.0,0.0,1,0.0,0.3,0.28,0.0,0.0,0.0,0.28,1
121582,1,54,9,714,328,1,1,0.0,0.0,1.0,0.0,154,0.6,0.02,0.0,0.0,0.0,0.0,0.0,4
121583,2,12,9,41,70,212,212,0.0,0.0,1.0,0.0,232,0.91,0.01,0.0,0.0,0.0,0.0,0.0,4
121584,2,12,9,46,78,173,173,0.0,0.0,1.0,0.0,227,0.89,0.01,0.0,0.0,0.0,0.0,0.0,4
121585,1,19,9,60,190,1,1,0.0,0.0,1.0,0.0,6,0.23,0.12,0.04,0.0,0.0,0.0,0.0,4
121586,0,15,9,1032,0,347,347,0.0,0.0,1.0,0.0,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
121587,2,12,9,45,79,117,117,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,4
121588,2,49,9,28,0,65,65,0.0,0.0,1.0,0.0,65,0.25,0.02,0.25,0.0,0.0,0.0,0.0,0
121589,1,18,2,0,0,234,10,0.0,0.0,0.04,0.06,10,0.04,0.07,0.0,0.0,0.0,0.0,1.0,0
121590,1,54,9,1510,331,1,3,0.0,0.0,1.0,0.0,178,0.65,0.05,0.01,0.01,0.0,0.0,0.0,4
121591,1,24,9,236,2096,8,8,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121592,1,24,9,283,1528,6,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.17,0.04,0.0,0.0,0.0,4
121593,2,44,9,146,105,1,1,0.0,0.0,1.0,0.0,1,0.0,0.77,0.98,0.0,0.0,0.0,0.0,4
121594,1,49,1,0,0,136,16,0.0,0.0,0.12,0.06,12,0.05,0.07,0.0,0.0,0.0,0.0,1.0,0
121595,1,2,5,0,0,201,17,1.0,1.0,0.08,0.06,19,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
121596,1,36,5,0,0,170,1,1.0,1.0,0.01,0.08,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0
121597,1,24,9,300,1388,5,8,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,4
121598,2,12,9,111,45,2,2,0.0,0.0,1.0,0.0,51,0.68,0.04,0.68,0.0,0.0,0.0,0.0,4
121599,1,49,5,0,0,147,18,1.0,1.0,0.12,0.06,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
121600,1,24,9,54540,8314,2,2,0.0,0.0,1.0,0.0,94,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0
121601,1,24,9,297,27084,3,3,0.33,0.33,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121602,1,49,2,0,0,133,19,0.0,0.0,0.14,0.07,19,0.07,0.08,0.0,0.0,0.0,0.0,1.0,0
121603,2,44,9,146,0,1,1,0.0,0.0,1.0,0.0,1,0.03,0.44,0.64,0.0,0.0,0.0,0.0,4
121604,1,24,9,158,1624,2,2,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,4
121605,0,15,9,1032,0,327,327,0.0,0.0,1.0,0.0,149,0.61,0.03,0.61,0.0,0.01,0.0,0.26,0
121606,1,36,5,0,0,202,18,1.0,1.0,0.09,0.07,18,0.07,0.08,0.0,0.0,1.0,1.0,0.0,0
121607,2,44,9,146,105,5,1,0.0,0.0,0.2,0.6,1,0.01,0.73,0.96,0.0,0.0,0.0,0.0,4
121608,1,24,9,256,1107,13,14,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121609,1,24,5,0,0,65,18,1.0,1.0,0.28,0.06,59,0.23,0.04,0.01,0.0,1.0,1.0,0.0,0
121610,1,49,5,0,0,265,9,1.0,1.0,0.03,0.06,13,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
121611,1,54,9,777,332,1,1,0.0,0.0,1.0,0.0,160,0.79,0.04,0.01,0.01,0.0,0.0,0.0,4
121612,2,12,9,43,116,41,41,0.0,0.0,1.0,0.0,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,4
121613,1,49,5,0,0,78,17,1.0,1.0,0.22,0.06,4,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0
121614,1,24,1,0,0,225,10,0.0,0.0,0.04,0.07,10,0.04,0.08,0.0,0.0,0.0,0.0,1.0,0
121615,1,24,9,280,1117,3,4,0.0,0.0,1.0,0.0,228,1.0,0.0,0.01,0.03,0.0,0.0,0.0,4
121616,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,1.0,0.09,0.0,0.0,1.0,4
121617,1,49,5,0,0,190,6,1.0,1.0,0.03,0.06,4,0.08,0.18,0.02,0.0,0.73,1.0,0.02,0
121618,1,24,9,246,2229,2,23,0.5,0.04,1.0,0.0,255,1.0,0.0,0.04,0.03,0.08,0.01,0.0,4
121619,1,24,9,215,597,16,16,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.05,0.0,0.0,0.25,4
121620,1,42,5,0,0,121,21,1.0,1.0,0.17,0.04,21,0.08,0.04,0.0,0.0,1.0,1.0,0.0,0
121621,1,24,9,198,10462,4,19,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,4
121622,1,24,9,332,1574,14,14,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121623,1,24,9,216,2411,5,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121624,0,15,9,1032,0,511,511,0.0,0.0,1.0,0.0,212,0.83,0.02,0.83,0.0,0.0,0.0,0.02,0
121625,1,24,9,310,717,24,25,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121626,0,15,9,1032,0,511,511,0.0,0.0,1.0,0.0,250,0.98,0.01,0.98,0.0,0.0,0.0,0.0,0
121627,1,49,4,1,0,2,2,0.0,0.0,1.0,0.0,2,0.01,0.63,1.0,0.0,0.0,0.0,1.0,1
121628,1,29,5,0,0,222,17,1.0,1.0,0.08,0.07,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
121629,1,36,1,0,0,1,1,0.0,0.0,1.0,0.0,2,0.04,1.0,0.04,1.0,0.0,0.0,0.96,1
121630,1,24,9,337,8528,21,22,0.0,0.0,1.0,0.0,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,4
121631,1,10,5,0,0,233,3,1.0,1.0,0.01,0.07,5,0.02,0.08,0.0,0.0,1.0,1.0,0.0,0
121632,1,26,5,0,0,256,11,1.0,1.0,0.04,0.05,11,0.04,0.05,0.0,0.0,1.0,1.0,0.0,0
121633,1,20,9,7196,0,5,17,0.0,0.0,1.0,0.0,35,0.52,0.07,0.52,0.0,0.0,0.0,0.03,4
121634,2,49,9,105,145,4,1,0.0,0.0,0.25,0.5,233,0.91,0.01,0.0,0.0,0.0,0.0,0.0,4
121635,1,24,9,276,2430,11,29,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,4
121636,1,49,1,0,0,221,8,0.0,0.0,0.04,0.07,8,0.03,0.08,0.0,0.0,0.0,0.0,1.0,0
121637,1,20,9,7280,0,3,3,0.0,0.0,1.0,0.0,51,0.23,0.06,0.28,0.04,0.0,0.02,0.02,4
121638,1,68,5,0,0,204,2,1.0,1.0,0.01,0.06,2,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0
121639,1,24,1,0,0,10,10,0.0,0.0,1.0,0.0,176,1.0,0.0,0.03,0.19,0.0,0.0,0.86,4
121640,1,24,9,300,2809,4,7,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,4
121641,2,44,9,146,105,1,1,0.0,0.0,1.0,0.0,1,0.0,0.64,0.95,0.0,0.0,0.0,0.0,4
121642,1,54,9,2393,385,1,1,0.0,0.0,1.0,0.0,81,0.32,0.05,0.0,0.0,0.33,0.0,0.02,4
121643,1,24,9,213,7907,6,22,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,4
121644,1,33,1,0,0,239,17,0.0,0.0,0.07,0.07,17,0.07,0.08,0.0,0.0,0.0,0.0,1.0,0
121645,1,24,9,291,171,24,24,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
121646,1,24,9,284,2013,6,9,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,4
121647,1,20,5,0,0,248,7,1.0,1.0,0.03,0.06,7,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0
121648,1,24,9,221,855,11,11,0.0,0.0,1.0,0.0,255,1.0,0.0,0.05,0.05,0.0,0.0,0.0,4
121649,0,15,9,520,0,251,251,0.0,0.0,1.0,0.0,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
121650,1,20,6,2162260,0,1,1,1.0,1.0,1.0,0.0,53,0.33,0.04,0.33,0.0,0.01,0.02,0.0,4
121651,2,12,9,92,39,1,1,0.0,0.0,1.0,0.0,29,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4
121652,0,14,9,30,0,1,1,0.0,0.0,1.0,0.0,131,1.0,0.0,1.0,0.31,0.0,0.0,0.0,4
121653,1,20,9,10389,0,4,4,0.0,0.0,1.0,0.0,65,0.22,0.02,0.22,0.03,0.0,0.0,0.0,4
121654,1,24,5,0,0,3,3,1.0,1.0,1.0,0.0,43,0.17,0.03,0.0,0.0,1.0,1.0,0.0,0
121655,2,44,9,1,0,7,2,0.0,0.0,0.29,0.43,2,0.01,0.17,1.0,0.0,0.0,0.0,0.0,1
121656,1,49,5,0,0,121,12,1.0,1.0,0.1,0.06,9,0.04,0.09,0.0,0.0,1.0,1.0,0.0,0
